"","Id","Body","Tag"
"536",39007823,"<p>Figured out that jpype appends an <code>""_""</code> at the end for those methods/fields in its source code. So you can access it by Jpype.JClass(""Foo"").pass_</p>

<p>Wish it's documented somewhere </p>
","java"
"537",4567692,"<p>It depends on your actual use case, but have you already considered decorators?</p>

<p><a href=""http://en.wikipedia.org/wiki/Decorator_pattern"" rel=""nofollow"">http://en.wikipedia.org/wiki/Decorator_pattern</a></p>
","java"
"538",36164031,"<p>You should either split the command line into a list or use shell e.g.</p>

<pre><code>subprocess.call(['java'] + drun.split())
</code></pre>

<p>or</p>

<pre><code>subprocess.call('java' + drun, shell=True)
</code></pre>
","java"
"539",37600192,"<p>So in java the structure is generally </p>

<pre><code>Class
      private data (aka the ""struct"")
      public data
      constructors (__init__ in python)
      functions etc
</code></pre>

<p>its very similar in python. same structure just for any functions working with the data you need to put self as an argument. where java it didn't have to take arguments. </p>

<p>Also it seems in python all data is public by default so you don't need to use getters and setters like in java. </p>

<p>personally I find a Python class more of a C-Struct with some added features, where java everything is thrown into a class. </p>
","java"
"540",1624570,"<p>I would call Tcl/Tk a natural choice for the features you listed.</p>

<p>But might be called old fashioned.</p>

<ul>
<li>GUI - Tk, well integrated, looks okay if you know what your doing, you can also use Qt or gtk but thats a bit less common.</li>
<li>Multithreading - Tcl has both CoRoutines for cooperative multitasking, message passing based threads that do not have a global interpreter lock and scale nicely and in addition a built in event loop to make you need threads less</li>
<li>Test manipulation: you get a really flexible language to do test automation, add in the expect package and you have the tool of choice used for testing things like lots of routers, or with in the frame of DejaGnu the GCC testsuite for example.</li>
</ul>

<p>Its usually easy to learn and has some cool features, but you won't usually find a job with it.
<a href=""http://wiki.tcl.tk"" rel=""nofollow"">The Tcl'ers Wiki</a> is a good starting point, other points of interest might be <a href=""http://tkdocs.com"" rel=""nofollow"">The tkdocs</a> homepage or the official language page at <a href=""http://www.tcl.tk"" rel=""nofollow"">www.tcl.tk</a></p>
","java"
"541",16152965,"<p>Since these are academic papers, you should also really look at <a href=""https://github.com/BMKEG/lapdftext"" rel=""nofollow"">lapdftext</a></p>

<blockquote>
  <p>LA-PDFText is a system for extracting accurate text from PDF-based
  research articles (and an interface to be able to improve performance
  where needed). The system is open-source and provides a simple
  baseline function for extracting text from primary research articles
  using rules that developers can customize.</p>
</blockquote>
","java"
"542",14469884,"<p>You could use a serialisation library like <a href=""http://wiki.fasterxml.com/JacksonHome"" rel=""nofollow"">Jackson</a> which serialises POJOs to JSON.  </p>

<p>An example from the <a href=""http://wiki.fasterxml.com/JacksonInFiveMinutes"" rel=""nofollow"">tutorial</a>:</p>

<blockquote>
  <p>Jackson's org.codehaus.jackson.map.ObjectMapper ""just works"" for
  mapping JSON data into plain old Java objects (""POJOs""). For example,
  given JSON data</p>
</blockquote>

<pre><code>{
  ""name"" : { ""first"" : ""Joe"", ""last"" : ""Sixpack"" },
  ""gender"" : ""MALE"",
  ""verified"" : false,
  ""userImage"" : ""Rm9vYmFyIQ==""
}
</code></pre>

<blockquote>
  <p>It takes two lines of Java to turn it into a User instance:</p>
</blockquote>

<pre><code>ObjectMapper mapper = new ObjectMapper(); // can reuse, share globally
User user = mapper.readValue(new File(""user.json""), User.class);
</code></pre>

<blockquote>
  <p>Where the User class looks something like this (from an <a href=""http://www.cowtowncoder.com/blog/archives/2008/12/entry_121.html"" rel=""nofollow"">entry</a> on Tatu's blog):</p>
</blockquote>

<pre><code>public class User {
    public enum Gender { MALE, FEMALE };

    public static class Name {
      private String _first, _last;

      public String getFirst() { return _first; }
      public String getLast() { return _last; }

      public void setFirst(String s) { _first = s; }
      public void setLast(String s) { _last = s; }
    }

    private Gender _gender;
    private Name _name;
    private boolean _isVerified;
    private byte[] _userImage;

    public Name getName() { return _name; }
    public boolean isVerified() { return _isVerified; }
    public Gender getGender() { return _gender; }
    public byte[] getUserImage() { return _userImage; }

    public void setName(Name n) { _name = n; }
    public void setVerified(boolean b) { _isVerified = b; }
    public void setGender(Gender g) { _gender = g; }
    public void setUserImage(byte[] b) { _userImage = b; }
}
</code></pre>
","java"
"543",12366268,"<p>You'll need to turn your dictionary into a series of keys and values:</p>

<pre><code>def chainDict(mapping):
    items = []
    for item in mapping.iteritems():
        items.extend(item)
    return items

event = portTest.event(chainDict(myDict))
</code></pre>

<p>This'll pass a list of <code>[keyFoo, valueFoo keyBar, valueBar]</code> to the <code>event</code> method, where keys and values are paired but in arbitrary order.</p>

<p>If you don't have an <code>itertools</code> module available, <code>chain</code> can be defined as:</p>
","java"
"544",9333665,"<p>For reading files I would suggest following this site: <a href=""http://www.roseindia.net/java/beginners/java-read-file-line-by-line.shtml"" rel=""nofollow"">Read File With Java.</a></p>

<p>As for arguments, I'm not sure if you mean into the program itself (command line arguments) or are talking about more input with the scanner. If you are talking about command line arguments, I would follow the <a href=""http://docs.oracle.com/javase/tutorial/essential/environment/cmdLineArgs.html"" rel=""nofollow"">Oracle Docs.</a></p>

<p>Good luck.</p>
","java"
"545",5750281,"<p>To answer your question, I've not heard of any such a framework.</p>

<p>From the limited amount that I understand and have heard about this topic, I'd say that this is beyond the state of the art ... certainly if you are trying to do this across multiple languages.</p>

<p>Here are some relevant resources:</p>

<ul>
<li><a href=""http://www.project-open.com/whitepapers/oss-l10n/"" rel=""nofollow"">""Open-Source Software and Localization""</a> by Frank Bergman [2005]</li>
<li>Plural forms in GNU gettext - <a href=""http://www.gnu.org/software/hello/manual/gettext/Plural-forms.html"" rel=""nofollow"">http://www.gnu.org/software/hello/manual/gettext/Plural-forms.html</a></li>
</ul>
","java"
"546",4842451,"<p>The <code>%d</code> is a Python string formatter similar to that found in <code>C</code>. What it says is put the thing that comes after the closing quote in place of the formatter, in this case <code>96</code> in place of <code>%d</code>. The <code>%d</code> specifies a signed integer decimal.</p>

<p>The <code>'&gt;%dL'%96</code> is an instruction to <code>struct.unpack</code> to say that the thing it needs to unpack is a big endian unsigned long with an unsigned integer decimal inside it. Before the <code>'&gt;%dL'</code> is passed to <code>unpack</code> however the string formatter is resolved and <code>'&gt;%dL'</code> becomes <code>'&gt;96L'</code>. Have a look at the format strings section in `struct.unpack docs </p>

<p><a href=""http://docs.python.org/library/stdtypes.html#string-formatting"" rel=""nofollow"">http://docs.python.org/library/stdtypes.html#string-formatting</a></p>

<p><a href=""http://docs.python.org/library/struct.html?highlight=struct.unpack#format-strings"" rel=""nofollow"">http://docs.python.org/library/struct.html?highlight=struct.unpack#format-strings</a></p>
","java"
"547",697594,"<p>A similar question was asked about integrating with xulrunner applications. Apparently there is a commandline version that can be used:</p>

<p><a href=""http://stackoverflow.com/questions/169512/what-is-the-simplest-way-to-set-up-a-birt-report-viewer-for-a-xulrunner-applicati"">What is the simplest way to set up a BIRT report viewer for a xulrunner application?</a></p>
","java"
"548",14508605,"<p>So you are looking to parse Java. A quick Google search reveals, <a href=""http://code.google.com/p/javaparser/"" rel=""nofollow"">javaparser</a>, a Java 1.5 parser written in Java.</p>
","java"
"549",1257264,"<p>You've got to tell us what type of object you're working with.  I'm assuming you're talking about a socket read.  Either you read the socket with blocking or you read without blocking.  You can measure how you have just read in a non-blocking read, if you are interested in that.  However, it sounds like you are trying to bend python into a java.io style stream-buffer paradigm that it just doesn't support in detail.</p>
","java"
"550",28085154,"<p>As suggested in the filename, <code>en-ner-person.bin</code> only identifies persons.  There are other available OpenNLP NER models for other kinds of entities.</p>
","java"
"551",8611211,"<p>The relevant distinction may be the programming paradigm emphasized by language. <a href=""http://en.wikipedia.org/wiki/Functional_programming"" rel=""nofollow"">Functional</a> languages such as Haskell &amp; Clojure aim to eliminate side effects and emphasize determinism; encapsulating mutability or state in thinks like monads. This is in contrast to <a href=""http://en.wikipedia.org/wiki/Imperative_programming"" rel=""nofollow"">Imperative</a> languages. Perl &amp; PHP are multi-paradigm languages, so it is possible to implement imperative styles such as procedural and object oriented coding, or even emulate functional styles.</p>

<p>In collaborating with imperative programmers it might be worth focusing on loose coupling and side effect free design patterns such as <a href=""http://martinfowler.com/articles/injection.html"" rel=""nofollow"">Dependency Injection</a>.</p>
","java"
"552",6984264,"<p>As alternative to NLTK, you can use <a href=""http://wordnet.rkbexplorer.com/sparql/"" rel=""nofollow"">one</a> of available WordNet SPARQL endpoints to retrieve such information. Query example:</p>

<pre><code>PREFIX rdfs: &lt;http://www.w3.org/2000/01/rdf-schema#&gt;
PREFIX wordnet: &lt;http://www.w3.org/2006/03/wn/wn20/schema/&gt;

SELECT DISTINCT ?label {
  ?input_word a wordnet:WordSense;
     rdfs:label ?input_label.
  FILTER (?input_label = 'run')
  ?synset wordnet:containsWordSense ?input_word.
  ?synset wordnet:containsWordSense ?synonym.
  ?synonym rdfs:label ?label.
} LIMIT 100
</code></pre>

<p>In Java universe, <a href=""http://jena.sourceforge.net"" rel=""nofollow"">Jena</a> and <a href=""http://www.openrdf.org"" rel=""nofollow"">Sesame</a> frameworks can be used.</p>
","java"
"553",23870859,"<p>Using <a href=""https://docs.python.org/2/library/struct.html#struct.pack"" rel=""nofollow""><code>struct.pack</code></a> and <a href=""https://docs.python.org/2/library/struct.html#struct.unpack"" rel=""nofollow""><code>struct.unpack</code></a>:</p>

<pre><code>&gt;&gt;&gt; struct.unpack('2b', struct.pack('&gt;h', 1000))
(3, -24)
&gt;&gt;&gt; struct.unpack('4b', struct.pack('&gt;I', 1000))
(0, 0, 3, -24)
&gt;&gt;&gt; struct.unpack('8b', struct.pack('&gt;Q', 1000))
(0, 0, 0, 0, 0, 0, 3, -24)
</code></pre>

<p>Unfortunately, you can't get abitrary length byte array using <code>struct.pack</code>/<code>struct.unpack</code>.</p>
","java"
"554",11839603,"<p>In order to send an receive ObjectMessage types over Stomp you need to use the message <a href=""http://activemq.apache.org/stomp.html"" rel=""nofollow"">transformation feature</a> of ActiveMQ to have the object payload delivered in a form a STOMP client can understand.  ActiveMQ provides XML and JSON transformation support out of the box however you can add your own transformer to get whatever format you want on the content.  </p>
","java"
"555",8808104,"<p>If you're doing this on Linux, you should consider using a TUN/TAP device, which is a very handy tool for intercepting network traffic for custom processing.  Here's a basic tutorial if you're unfamiliar  <a href=""http://backreference.org/2010/03/26/tuntap-interface-tutorial/"" rel=""nofollow"">http://backreference.org/2010/03/26/tuntap-interface-tutorial/</a></p>
","java"
"556",36765331,"<p>How does the receiver know where image1 ends? In your code, the client keeps calling <code>client_socket.recv</code> until a null string is returned. This doesn't happen until the socket is closed. So what is happening is that you are transmitting both images and the client is writing the content of both to the first file. </p>

<p>The second loop will never receive any data because, once closed, you will never receive more data from the socket.</p>

<p>You need to either (a) open a new socket to transmit the second file, or (b) send the length of each file as part of your protocol so that the client knows how much to write to <code>pathImage1</code> before moving on to <code>pathImage2</code>.</p>
","java"
"557",19365390,"<p>You need to look at the result returned by running the command instead of just catching exceptions. </p>

<p>Take a look at the <code>exitValue()</code> and methods to get the output and error streams on your <a href=""http://docs.oracle.com/javase/7/docs/api/java/lang/Process.html"" rel=""nofollow"">Process</a> object. </p>

<p>My guess is that python isn't able to find your program because ../ is resolved by your shell and programs launched using exec aren't run from a shell.</p>
","java"
"558",26463783,"<p>In python set:</p>

<pre><code>nltk.internals.config_java(options='-Xmx3024m')
</code></pre>
","java"
"559",14989100,"<p>As pointed by miku:</p>

<ol>
<li><p>Objects can be serialized by picke module, but there is not an interface to be implemented, Python is not Java.</p></li>
<li><p>There is no private attribute in python, usually people use <strong>bar</strong> (the underscore) to mean private attributes, but they can be accessed from external world. Getters and setters are waste of time of both CPU and programmers.</p></li>
<li><p>Nothing to add to miku answer.</p></li>
</ol>

<p>about properties: <a href=""http://stackoverflow.com/questions/6304040/real-world-example-about-how-to-use-property-feature-in-python"">Real world example about how to use property feature in python?</a></p>

<p>good text: <a href=""http://dirtsimple.org/2004/12/python-is-not-java.html"" rel=""nofollow"">http://dirtsimple.org/2004/12/python-is-not-java.html</a></p>
","java"
"560",33067606,"<pre><code>c= 10
for i in range(1,10,1):
   for j in range(1,10,1):
       pass
</code></pre>

<p>The range takes 3 parameters(start,stop,step)
start - from where to begin a for loop, when to stop the loop and how much to step</p>

<p>in the above code snippet the loop will begin at 1, stop at 10 and will step by 1 every time just like i++ in java</p>
","java"
"561",10272374,"<p>For a general solution: you could embed <a href=""http://mvel.codehaus.org/"" rel=""nofollow"">MVEL</a> in your program, pass the formula as a string, bind the parameters and evaluate it. From the linked page:</p>

<blockquote>
  <p>MVEL is a powerful expression language for Java-based applications. It provides a plethora of features and is suited for everything from the smallest property binding and extraction, to full blown scripts.</p>
</blockquote>
","java"
"562",15347136,"<p>Python decorators are just syntactic sugar for passing a function to another function and replacing the first function with the result:</p>

<pre><code>@decorator
def function():
    pass
</code></pre>

<p>is syntactic sugar for</p>

<pre><code>def function():
    pass
function = decorator(function)
</code></pre>

<p>Java annotations by themselves just store metadata, you must have something that inspects them to add behaviour.</p>

<p>&nbsp;</p>

<p>Java AOP systems are huge things built on top of Java, decorators are just language syntax with little to no semantics attached, you can't really compare them.</p>
","java"
"563",23817840,"<p>There can be some workarounds to this.</p>

<p>You can use an <code>AtomicInteger</code> that you will increment each time you go through an element of the stream</p>

<pre><code>final AtomicInteger atom = new AtomicInteger(); 
list.stream().forEach(i -&gt; System.out.println(i+""-""+atom.getAndIncrement()));
</code></pre>

<p>Or using an iterator from another stream for the indexes (a bit like your original idea) but more efficient as you don't call <code>get</code> on the list.</p>

<pre><code>final Iterator&lt;Integer&gt; a = IntStream.range(0, list.size()).iterator();
list.stream().forEach(i -&gt; System.out.println(i+""-""+a.next()));
</code></pre>

<p>Well I'm not sure is there exist other nicer alternatives to this (certainly) but that's what I think for the moment.</p>

<p>Note that it's assuming that you are not using a parallel stream. In the latter case that would not be possible to do it like that to obtain a mapping of the elements with their original indexes in the list.</p>
","java"
"564",15646004,"<p>I use <a href=""http://en.wikipedia.org/wiki/Ternary_operator"" rel=""nofollow"">ternary operators</a> when handling this on my sites. It looks like many c-based programming languages support ternary operators. It is as easy as this in php:</p>

<pre><code>&lt;?= $views . ' view' . ($views == 1 ? '' : 's'); ?&gt;
</code></pre>
","java"
"565",9309536,"<p>I think this does the same thing as your initial code with a similar syntax...</p>

<pre><code>public class MultiArgs {

    public static void main(String[] args) {
        int a = 1;
        String b = ""abc"";
        double c = 1.0;
        List&lt;?&gt; list = Arrays.asList(a, b, c);

        System.out.println(function(a, b, c)); // 1 :: abc :: 1.000000
        System.out.println(function(list.toArray())); // 1 :: abc :: 1.000000
    }

    private static &lt;T extends Object&gt; String function(T... objects) {
        return String.format(""%d :: %s :: %f"", objects);
    }
}
</code></pre>
","java"
"566",17352469,"<p>To simplify answers based on Conditional Random Fields a bit...context is huge here. You will want to pick out in those tweets that clearly show Apple the company vs apple the fruit. Let me outline a list of features here that might be useful for you to start with. For more information look up noun phrase chunking, and something called BIO labels. See (<a href=""http://www.cis.upenn.edu/~pereira/papers/crf.pdf"" rel=""nofollow"">http://www.cis.upenn.edu/~pereira/papers/crf.pdf</a>) </p>

<p>Surrounding words: Build a feature vector for the previous word and the next word, or if you want more features perhaps the previous 2 and next 2 words. You don't want too many words in the model or it won't match the data very well. 
In Natural Language Processing, you are going to want to keep this as general as possible.</p>

<p>Other features to get from surrounding words include the following:</p>

<p>Whether the first character is a capital</p>

<p>Whether the last character in the word is a period</p>

<p>The part of speech of the word (Look up part of speech tagging)</p>

<p>The text itself of the word</p>

<p>I don't advise this, but to give more examples of features specifically for Apple:</p>

<p>WordIs(Apple)</p>

<p>NextWordIs(Inc.)</p>

<p>You get the point. Think of Named Entity Recognition as describing a sequence, and then using some math to tell a computer how to calculate that.</p>

<p>Keep in mind that natural language processing is a pipeline based system. Typically, you break things in to sentences, move to tokenization, then do part of speech tagging or even dependency parsing.</p>

<p>This is all to get you a list of features you can use in your model to identify what you're looking for.</p>
","java"
"567",12946684,"<p>I was unable to discern the issues. I believe it was the python server code though.</p>

<p>I decided to re-implement the server as a GET with arguments instead of a Get and a POST. I import urlparse to grab the keys appended to the url (<a href=""http://stackoverflow.com/questions/5239547/fetching-http-get-variables-in-python"">source</a>). Then I just look for w/e keys I expect.</p>

<p>Here is my new server code... (the expected arguments are 'up_address':'10.0.1.2').</p>

<pre><code>import string,cgi,time, urlparse
from os import curdir, sep
from BaseHTTPServer import BaseHTTPRequestHandler, HTTPServer
#import pri

class MyHandler(BaseHTTPRequestHandler):

    # our servers current set ip address that clients should look for.
    server_address = ""0.0.0.0""

    def do_GET(self):
    qs = {}
    path = self.path
    if '?' in path:
        path, tmp = path.split('?', 1)
        qs = urlparse.parse_qs(tmp)
        MyHandler.server_address = qs['up_address']
        print 'new server address: ', MyHandler.server_address


def main():
    try:
        server = HTTPServer(('', 8080), MyHandler)
        print 'started httpserver...'
        server.serve_forever()
    except KeyboardInterrupt:
        print '^C received, shutting down server'
        server.socket.close()

if __name__ == '__main__':
    main()
</code></pre>

<p>This seems to work just fine for my project's needs.</p>
","java"
"568",454182,"<p>Never tried it. But I recently <a href=""http://www.miketec.org/serendipity/index.php?/archives/9-Sure,-Change-Jobs!.html"" rel=""nofollow"">stumbled</a> on a <a href=""http://jepp.sourceforge.net/"" rel=""nofollow"">project named Jepp</a> that may be of interest to you.</p>

<blockquote>
  <p>Jepp embeds CPython in Java. It is safe to use in a heavily threaded environment, it is quite fast and its stability is a main feature and goal. </p>
</blockquote>
","java"
"569",35464976,"<p><strong>pycrypto</strong> has a hash function <a href=""https://pypi.python.org/pypi/pycrypto"" rel=""nofollow"">https://pypi.python.org/pypi/pycrypto</a></p>

<p>because of <em>ValueError: Invalid header value 'XXXXXXXXXX'</em> see this thread <a href=""http://stackoverflow.com/questions/33345675/valueerror-invalid-header-value-h2o-python-client-2-7-9-default-apr-2-2015"">ValueError: Invalid header value &#39;H2O Python client/2.7.9 (default, Apr 2 2015, 15:33:21) \n[GCC 4.9.2]&#39;</a></p>

<p>maybe the header in your post is not compatible with the library you use for the post</p>

<p>what libraries do you import in the python code ?</p>
","java"
"570",16489667,"<p>I've recently used the SAXParser and it was pretty straight forward and simple to implement.</p>

<p>In particular the XMLReader was very easy to implement and the XMLStreamReader was only slightly more time consuming to implement.</p>

<p>The benefit of the Reader is you can jump from one xml tag to the next and extract the data right there. The StreamReader as a little more setup time but its more flexible.</p>

<p>If I were you I would just read up on the differences between the SAXParser and the DOMParsers and decide which fits your situation best and run with it. </p>
","java"
"571",14423705,"<p>Mongo DB comes in an embeddable version: <a href=""https://github.com/flapdoodle-oss/embedmongo.flapdoodle.de"" rel=""nofollow"">https://github.com/flapdoodle-oss/embedmongo.flapdoodle.de</a>  </p>

<p>I've used it for integration testing (mocking a Mongo server) and it works really well!</p>

<p>Anytime I read document and search, I also think of Solr: <a href=""http://lucene.apache.org/solr/"" rel=""nofollow"">http://lucene.apache.org/solr/</a></p>
","java"
"572",12028908,"<p>For Java, you can search JNI (Java Native Interface), there're a lot of guides telling how to use it.</p>
","java"
"573",8786842,"<p><a href=""http://www.brython.info/"" rel=""nofollow"">Brython</a> is your alternative. It allows you to define <code>""text/python""</code> scripts.</p>
","java"
"574",6653961,"<blockquote>
  <p>Does string interning actually provide any significant benefits in the general case?</p>
</blockquote>

<p>Yes.  It's huge.  Try it in java.</p>

<p>Write simple tests that compare 1,000's of semi-random strings for equality with and without interning.  </p>

<pre><code>a.equals( b )  is slow

a == b is fast.
</code></pre>
","java"
"575",35539111,"<p>You get an object from <code>sumDouble</code> class, but you never invoke it's <code>sumDouble</code> method:</p>

<pre><code>sumDouble sum = new sumDouble();
</code></pre>

<p>change this to:</p>

<pre><code>sumDouble sd = new sumDouble();
int sum = sd.sumDouble(a,b);
</code></pre>
","java"
"576",10111381,"<p>You need a service on the remote machine, for example an http server that is configured to run this script on demand (eg via cgi) or an ssh server you can connect to to issue the command.</p>

<p>Since you're using windows (I assume) then PsExec may be the service you need.</p>

<p><a href=""http://technet.microsoft.com/en-us/sysinternals/bb897553"" rel=""nofollow"">http://technet.microsoft.com/en-us/sysinternals/bb897553</a></p>
","java"
"577",38532919,"<p>Yes, you went from <code>O(n^2)</code> to <code>O(n)</code>. You might want to look into the space complexity as well, you would have to store the graph for one of them while for the other one  you would use less space. A HashMap looks ideal for this situation if you do not care about memory, or any other array if it's easier to implement.</p>
","java"
"578",35791418,"<p>What you want to do is really simple and requires minimal code on your part, therefore I suggest you code it yourself. Here is an example implementation:</p>

<pre><code>List&lt;String[]&gt; rowList = new ArrayList&lt;String[]&gt;();
try (BufferedReader br = new BufferedReader(new FileReader(""pathtocsvfile.csv""))) {
    String line;
    while ((line = br.readLine()) != null) {
        String[] lineItems = line.split("","");
        rowList.add(lineItems);
    }
    br.close();
}
catch(Exception e){
    // Handle any I/O problems
}
String[][] matrix = new String[rowList.size()][];
for (int i = 0; i &lt; rowList.size(); i++) {
    String[] row = rowList.get(i);
    matrix[i] = row;
}
</code></pre>

<p>What this does is really simple: It opens a buffered reader that will read the csv file line by line and paste the contents to an array of Strings after splitting them based on comma (which is your delimiter). Then it will add them to a list of arrays. I know this might not be perfect, so afterwards I take the contents of that list of arrays and turn it into a neat 2D matrix. Hope this helps. </p>

<p>Hint: there are a lot of improvements that could be made to this little piece of code (i.e. take care of trailing and leading spaces, add user-defined delimiters etc.), but this should be a good starting point.</p>
","java"
