incidntnum,category,descript,dayofweek,date,time,pddistrict,resolution,address,x,y,location,pdid
110660047,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,08/17/2011,16:40:00,INGLESIDE,"ARREST, CITED",GENEVA AV / DELANO AV,-122.44512779465,37.7200882952758,"(37.7200882952758, -122.44512779465)",11066004765015
160571676,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,07/06/2016,00:01:00,BAYVIEW,NONE,0 Block of OLMSTEAD ST,-122.4021302348051,37.722755428672535,"(37.722755428672535, -122.4021302348051)",16057167661030
51291751,NON-CRIMINAL,LOST PROPERTY,Tuesday,11/15/2005,16:15:00,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,"(37.7256933575703, -122.452289660492)",5129175171e3
51019230,VEHICLE THEFT,STOLEN TRUCK,Saturday,09/10/2005,00:30:00,NORTHERN,NONE,2500 Block of CHESTNUT ST,-122.445247180242,37.7996167375178,"(37.7996167375178, -122.445247180242)",5101923007025
160271155,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,04/01/2016,14:00:00,BAYVIEW,NONE,1600 Block of JERROLD AV,-122.39034822877292,37.73926353800296,"(37.73926353800296, -122.39034822877292)",16027115507023
160343403,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,04/27/2016,02:00:00,RICHMOND,"ARREST, BOOKED",ANZA ST / 21ST AV,-122.48031085520907,37.77835855669994,"(37.77835855669994, -122.48031085520907)",16034340311012
100980344,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,10/21/2010,20:07:00,CENTRAL,PSYCHOPATHIC CASE,2100 Block of MASON ST,-122.413062015476,37.8033121405811,"(37.8033121405811, -122.413062015476)",10098034464020
170599232,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Sunday,07/23/2017,11:40:00,BAYVIEW,NONE,2400 Block of SAN BRUNO AV,-122.40471533965473,37.730160783262775,"(37.730160783262775, -122.40471533965473)",17059923205073
110602265,MISSING PERSON,FOUND PERSON,Thursday,07/28/2011,03:20:00,NORTHERN,NONE,LOMBARD ST / FRANKLIN ST,-122.426184340275,37.8010960360093,"(37.8010960360093, -122.426184340275)",11060226575e3
90890275,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,08/30/2009,01:40:00,MISSION,NONE,2700 Block of FOLSOM ST,-122.414227348919,37.7532831691873,"(37.7532831691873, -122.414227348919)",9089027503074
120785077,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,09/30/2012,05:30:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",12078507706244
140818006,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,09/28/2014,11:48:00,BAYVIEW,"ARREST, BOOKED",1600 Block of QUESADA AV,-122.390478529234,37.7327208838049,"(37.7327208838049, -122.390478529234)",14081800662050
50140628,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,02/04/2005,11:00:00,INGLESIDE,NONE,0 Block of BLYTHDALE AV,-122.417720424652,37.7106612347749,"(37.7106612347749, -122.417720424652)",5014062828150
51281508,ASSAULT,ATTEMPTED HOMICIDE WITH BODILY FORCE,Saturday,11/12/2005,20:50:00,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.40653911514799,37.7564864109309,"(37.7564864109309, -122.406539115148)",5128150804024
160974666,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,11/30/2016,18:51:00,MISSION,"ARREST, BOOKED",FOLSOM ST / 19TH ST,-122.4148451392064,37.76050007259955,"(37.76050007259955, -122.4148451392064)",16097466662050
70798031,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Monday,08/06/2007,22:35:00,CENTRAL,NONE,2500 Block of LEAVENWORTH ST,-122.41850614206,37.8045346778058,"(37.8045346778058, -122.41850614206)",7079803164015
40857413,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,07/28/2004,08:00:00,TARAVAL,"ARREST, BOOKED",0 Block of JULES AV,-122.461163238283,37.7191248815986,"(37.7191248815986, -122.461163238283)",4085741362050
140970173,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,11/16/2014,02:05:00,BAYVIEW,NONE,100 Block of WOOLSEY ST,-122.403088795741,37.7250506484803,"(37.7250506484803, -122.403088795741)",14097017315040
76036178,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,05/29/2007,17:30:00,BAYVIEW,NONE,500 Block of DEHARO ST,-122.40131602676,37.7629202847662,"(37.7629202847662, -122.40131602676)",7603617828150
160292844,ASSAULT,BATTERY,Saturday,04/09/2016,16:20:00,TARAVAL,NONE,HOLLOWAY AV / BYXBEE ST,-122.46987751581491,37.7216438451045,"(37.7216438451045, -122.46987751581491)",16029284404134
30929561,WARRANTS,WARRANT ARREST,Wednesday,08/06/2003,21:36:00,NORTHERN,"ARREST, BOOKED",FILLMORE ST / CALIFORNIA ST,-122.433843066271,37.7889062433562,"(37.7889062433562, -122.433843066271)",3092956163010
140375937,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,05/06/2014,16:31:00,PARK,NONE,600 Block of BRODERICK ST,-122.439820497295,37.7761790362645,"(37.7761790362645, -122.439820497295)",14037593768020
130771135,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,09/13/2013,19:40:00,MISSION,NONE,23RD ST / MISSION ST,-122.418596727459,37.7538382048501,"(37.7538382048501, -122.418596727459)",13077113528160
60692001,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,06/30/2006,04:31:00,SOUTHERN,NONE,900 Block of HOWARD ST,-122.406508487003,37.7803313209065,"(37.7803313209065, -122.406508487003)",6069200105071
120129663,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,02/15/2012,13:45:00,INGLESIDE,NONE,2400 Block of SAN JOSE AV,-122.448303520335,37.7186724826951,"(37.7186724826951, -122.448303520335)",12012966328160
110965411,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,12/01/2011,16:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",11096541164010
146149847,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,07/16/2014,05:38:00,INGLESIDE,NONE,FRANCE AV / LISBON ST,-122.435960195653,37.7188905651362,"(37.7188905651362, -122.435960195653)",14614984706224
30713916,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,06/13/2003,12:05:00,SOUTHERN,"ARREST, CITED",200 Block of I-80,-122.36493749408,37.8102044406285,"(37.8102044406285, -122.36493749408)",3071391665016
100773757,NON-CRIMINAL,"AIDED CASE, SICK PERSON",Monday,08/23/2010,08:20:00,SOUTHERN,PSYCHOPATHIC CASE,0 Block of GRACE ST,-122.414763300696,37.7749539462715,"(37.7749539462715, -122.414763300696)",10077375764030
100100956,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,01/30/2010,23:45:00,RICHMOND,NONE,3800 Block of CLAY ST,-122.456243417172,37.7878574902954,"(37.7878574902954, -122.456243417172)",10010095664070
126101005,NON-CRIMINAL,LOST PROPERTY,Saturday,06/23/2012,17:00:00,MISSION,NONE,2700 Block of MISSION ST,-122.41844919178,37.7530267515876,"(37.7530267515876, -122.41844919178)",12610100571e3
170758836,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,09/16/2017,19:30:00,CENTRAL,NONE,VANNESS AV / NORTHPOINT ST,-122.42530093013424,37.8050769933248,"(37.8050769933248, -122.42530093013424)",17075883606244
51363203,DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,12/03/2005,23:44:00,CENTRAL,"ARREST, BOOKED",500 Block of BROADWAY ST,-122.405862214655,37.7979117105028,"(37.7979117105028, -122.405862214655)",5136320316040
31037321,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,08/31/2003,18:00:00,MISSION,NONE,4200 Block of 26TH ST,-122.434895524383,37.7479737093924,"(37.7479737093924, -122.434895524383)",3103732128160
91213812,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,11/25/2009,19:00:00,CENTRAL,NONE,300 Block of POST ST,-122.407591091073,37.7883401187101,"(37.7883401187101, -122.407591091073)",9121381206244
41070747,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,09/15/2004,17:00:00,SOUTHERN,NONE,2ND ST / MARKET ST,-122.401378067551,37.7892639310229,"(37.7892639310229, -122.401378067551)",4107074706112
71145928,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,11/08/2007,06:00:00,CENTRAL,NONE,GRANT AV / PACIFIC AV,-122.406831986427,37.7969028838908,"(37.7969028838908, -122.406831986427)",7114592806243
100399143,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/30/2010,11:30:00,MISSION,NONE,LANDERS ST / 16TH ST,-122.427562596985,37.7645752317615,"(37.7645752317615, -122.427562596985)",10039914307021
170344366,VEHICLE THEFT,STOLEN TRUCK,Wednesday,04/26/2017,18:00:00,RICHMOND,NONE,44TH AV / ANZA ST,-122.50495325234957,37.777236067436704,"(37.777236067436704, -122.50495325234957)",17034436607025
50251827,NON-CRIMINAL,LOST PROPERTY,Friday,03/04/2005,17:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",5025182771e3
100987823,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,10/24/2010,01:00:00,CENTRAL,NONE,200 Block of COLUMBUS AV,-122.405926769801,37.7972783315762,"(37.7972783315762, -122.405926769801)",10098782304014
179003480,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,05/13/2017,19:00:00,CENTRAL,NONE,BROADWAY ST / DAVIS ST,-122.39869911640743,37.798880026259866,"(37.798880026259866, -122.39869911640743)",17900348006244
171054380,DRUG/NARCOTIC,"PRESCRIPTION, FORGE OR ALTER (4390 B&P)",Wednesday,12/27/2017,14:00:00,INGLESIDE,NONE,4900 Block of MISSION ST,-122.43869507536512,37.71969202629292,"(37.71969202629292, -122.43869507536512)",17105438016730
130624255,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,07/26/2013,17:30:00,SOUTHERN,NONE,500 Block of BRYANT ST,-122.396589419143,37.7806522801523,"(37.7806522801523, -122.396589419143)",13062425505071
110777852,FRAUD,"CELLULAR OR CORDLESS PHONE COMMUNICATIONS, INTERCEPTING",Monday,09/26/2011,21:00:00,TARAVAL,"ARREST, BOOKED",1400 Block of 31ST AV,-122.489717391307,37.7601845778738,"(37.7601845778738, -122.489717391307)",11077785209269
80512138,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,05/16/2008,06:59:00,TENDERLOIN,"ARREST, BOOKED",300 Block of TURK ST,-122.414900544562,37.7827419623926,"(37.7827419623926, -122.414900544562)",8051213816621
40722139,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,06/22/2004,23:00:00,CENTRAL,NONE,DRUMM ST / JACKSON ST,-122.397141036772,37.7972432334397,"(37.7972432334397, -122.397141036772)",4072213906242
130786526,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,09/18/2013,11:00:00,INGLESIDE,NONE,300 Block of ADDISON ST,-122.435112485589,37.740118835737,"(37.740118835737, -122.435112485589)",13078652606243
130305013,NON-CRIMINAL,FOUND PROPERTY,Sunday,04/14/2013,15:45:00,NORTHERN,NONE,400 Block of HICKORY ST,-122.426832068089,37.7750152945552,"(37.7750152945552, -122.426832068089)",13030501372e3
160314971,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,04/16/2016,22:20:00,SOUTHERN,NONE,500 Block of BEALE ST,-122.38911359527218,37.78572818805566,"(37.78572818805566, -122.38911359527218)",16031497107023
110316303,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Monday,04/18/2011,19:04:00,BAYVIEW,"ARREST, BOOKED",PHELPS ST / FAIRFAX AV,-122.389018643182,37.7423587130896,"(37.7423587130896, -122.389018643182)",11031630362020
90732956,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,07/18/2009,23:13:00,CENTRAL,NONE,200 Block of KEARNY ST,-122.404050881987,37.7905143145124,"(37.7905143145124, -122.404050881987)",9073295605071
50021250,NON-CRIMINAL,LOST PROPERTY,Monday,01/03/2005,13:00:00,CENTRAL,NONE,STOCKTON ST / VALLEJO ST,-122.408809960461,37.7985712126447,"(37.7985712126447, -122.408809960461)",5002125071e3
146177014,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,08/29/2014,16:15:00,CENTRAL,NONE,500 Block of POST ST,-122.410882825551,37.7879209375533,"(37.7879209375533, -122.410882825551)",14617701406372
81246516,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Thursday,11/20/2008,08:00:00,RICHMOND,NONE,1400 Block of CLEMENT ST,-122.474687906405,37.7825375138967,"(37.7825375138967, -122.474687906405)",8124651609020
146173589,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,08/25/2014,21:00:00,SOUTHERN,NONE,BRYANT ST / THE EMBARCADEROSOUTH ST,-122.388007401911,37.7871027247566,"(37.7871027247566, -122.388007401911)",14617358906244
156253682,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,10/09/2015,19:00:00,BAYVIEW,NONE,CONNECTICUT ST / 17TH ST,-122.397741566589,37.7650728676774,"(37.7650728676774, -122.397741566589)",15625368228150
120105055,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,02/07/2012,05:56:00,NORTHERN,NONE,OLIVE ST / LARKIN ST,-122.4178091031,37.7847098968616,"(37.7847098968616, -122.4178091031)",12010505506243
70818388,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Sunday,08/12/2007,21:06:00,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / GOLDEN GATE AV,-122.413869632554,37.7818621883021,"(37.7818621883021, -122.413869632554)",7081838816110
51364778,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Sunday,12/04/2005,15:08:00,TARAVAL,NONE,1200 Block of 25TH AV,-122.483549147995,37.7642044083861,"(37.7642044083861, -122.483549147995)",5136477805012
30177522,ASSAULT,THREATS AGAINST LIFE,Tuesday,02/04/2003,12:00:00,BAYVIEW,NONE,600 Block of VERMONT ST,-122.404126459271,37.7614652487171,"(37.7614652487171, -122.404126459271)",3017752219057
61182946,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,11/06/2006,02:06:00,MISSION,PSYCHOPATHIC CASE,1900 Block of MISSION ST,-122.41967661615,37.7658510977435,"(37.7658510977435, -122.41967661615)",6118294664020
90261983,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,03/12/2009,09:30:00,NORTHERN,NONE,1600 Block of PINE ST,-122.422963001902,37.789251361779,"(37.789251361779, -122.422963001902)",9026198364070
101147303,OTHER OFFENSES,PROBATION VIOLATION,Monday,12/13/2010,17:48:00,SOUTHERN,"ARREST, BOOKED",TURK ST / MASON ST,-122.408953598279,37.783287873572,"(37.783287873572, -122.408953598279)",10114730326170
71198795,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,11/23/2007,00:18:00,CENTRAL,UNFOUNDED,JEFFERSON ST / HYDE ST,-122.420747467177,37.8075877427735,"(37.8075877427735, -122.420747467177)",7119879504014
150128099,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Wednesday,02/11/2015,07:32:00,NORTHERN,NONE,700 Block of HAYES ST,-122.428738634368,37.7760927411813,"(37.7760927411813, -122.428738634368)",15012809916705
150781697,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,09/06/2015,04:15:00,MISSION,"ARREST, BOOKED",800 Block of GUERRERO ST,-122.42333669183,37.7579764753831,"(37.7579764753831, -122.42333669183)",15078169704138
150818030,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,09/17/2015,22:30:00,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",15081803015040
30155249,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,02/06/2003,19:25:00,NORTHERN,NONE,1200 Block of GOLDEN GATE AV,-122.431098051937,37.779617141304,"(37.779617141304, -122.431098051937)",3015524906372
86046690,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,06/20/2008,13:00:00,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568,"(37.7843533426568, -122.432914603494)",8604669006374
100104748,ASSAULT,BATTERY,Monday,02/01/2010,03:00:00,SOUTHERN,NONE,11TH ST / MISSION ST,-122.417104895556,37.7743242867908,"(37.7743242867908, -122.417104895556)",10010474804134
61358131,MISSING PERSON,FOUND PERSON,Saturday,12/23/2006,13:10:00,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,"(37.7364438996732, -122.394438859914)",6135813175e3
40422185,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,04/13/2004,10:55:00,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",4042218506365
130070987,NON-CRIMINAL,CASE CLOSURE,Thursday,01/24/2013,18:12:00,MISSION,COMPLAINANT REFUSES TO PROSECUTE,1300 Block of SOUTH VAN NESS AV,-122.416254017272,37.7515522899856,"(37.7515522899856, -122.416254017272)",13007098775030
120228362,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,03/20/2012,19:55:00,INGLESIDE,PSYCHOPATHIC CASE,400 Block of MUNICH ST,-122.428653050372,37.7185565501906,"(37.7185565501906, -122.428653050372)",12022836264020
150915896,WARRANTS,WARRANT ARREST,Tuesday,10/20/2015,00:10:00,BAYVIEW,NONE,3RD ST / MCKINNON AV,-122.39014671644,37.7363908050669,"(37.7363908050669, -122.39014671644)",15091589663010
30587664,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,05/09/2003,00:01:00,TARAVAL,NONE,JOSIAH AV / LAKEVIEW AV,-122.453376738796,37.7177679603233,"(37.7177679603233, -122.453376738796)",3058766407021
126114644,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,01/14/2012,00:15:00,CENTRAL,NONE,200 Block of COLUMBUS AV,-122.40583874581,37.7973631784416,"(37.7973631784416, -122.40583874581)",12611464406372
30052134,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,01/13/2003,16:00:00,INGLESIDE,NONE,100 Block of BRITTON ST,-122.412611074843,37.7123220693794,"(37.7123220693794, -122.412611074843)",3005213428165
170777290,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,07/15/2017,12:00:00,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.36556542535305,37.80967070132394,"(37.80967070132394, -122.36556542535305)",17077729005071
100989493,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,10/24/2010,17:10:00,BAYVIEW,NONE,LOOMIS ST / OAKDALE AV,-122.404308773077,37.7425218927281,"(37.7425218927281, -122.404308773077)",10098949303011
30025896,DRUG/NARCOTIC,SALE OF HEROIN,Tuesday,01/07/2003,12:17:00,MISSION,"ARREST, BOOKED",16TH ST / SHOTWELL ST,-122.416389710291,37.7652491154428,"(37.7652491154428, -122.416389710291)",3002589616120
50766503,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,07/09/2005,00:01:00,SOUTHERN,NONE,0 Block of HARRIET ST,-122.406969944087,37.7786617943902,"(37.7786617943902, -122.406969944087)",5076650306243
90751138,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,07/23/2009,20:00:00,TENDERLOIN,NONE,FULTON ST / LARKIN ST,-122.416769999704,37.7795845776674,"(37.7795845776674, -122.416769999704)",9075113806244
41470200,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/26/2004,03:00:00,MISSION,NONE,3100 Block of 26TH ST,-122.41350190466,37.7492652916222,"(37.7492652916222, -122.41350190466)",4147020006244
150059137,TRESPASS,TRESPASSING,Tuesday,01/20/2015,07:00:00,TARAVAL,NONE,100 Block of GRIJALVA DR,-122.479801589692,37.7158225544905,"(37.7158225544905, -122.479801589692)",15005913727195
61090048,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,10/11/2006,14:00:00,SOUTHERN,NONE,900 Block of MARKET ST,-122.408421116922,37.7835699386918,"(37.7835699386918, -122.408421116922)",6109004809320
120781730,TRESPASS,TRESPASSING,Saturday,09/29/2012,11:30:00,SOUTHERN,"ARREST, CITED",0 Block of 6TH ST,-122.409011206639,37.7811340568243,"(37.7811340568243, -122.409011206639)",12078173027195
150530820,VEHICLE THEFT,STOLEN TRUCK,Wednesday,06/17/2015,17:00:00,INGLESIDE,NONE,200 Block of EXCELSIOR AV,-122.431610351368,37.7253407672872,"(37.7253407672872, -122.431610351368)",15053082007025
90084014,ASSAULT,BATTERY,Friday,01/23/2009,12:30:00,SOUTHERN,NONE,4TH ST / MARKET ST,-122.405832474482,37.7857446545609,"(37.7857446545609, -122.405832474482)",9008401404134
70060523,ASSAULT,THREATENING PHONE CALL(S),Monday,01/15/2007,18:30:00,RICHMOND,NONE,3200 Block of CALIFORNIA ST,-122.447657570247,37.787207821057,"(37.787207821057, -122.447657570247)",7006052319055
136082473,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,05/10/2013,16:15:00,PARK,NONE,HAIGHT ST / BELVEDERE ST,-122.449647662955,37.7696619195846,"(37.7696619195846, -122.449647662955)",13608247306244
170687398,TRESPASS,TRESPASSING,Friday,07/28/2017,22:16:00,CENTRAL,NONE,100 Block of PINE ST,-122.39917586354,37.792277416294795,"(37.792277416294795, -122.39917586354)",17068739827195
80167307,OTHER OFFENSES,PROBATION VIOLATION,Saturday,02/16/2008,15:00:00,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453512911126,37.7686969786551,"(37.7686969786551, -122.453512911126)",8016730726170
151021183,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Monday,11/23/2015,21:20:00,MISSION,NONE,1000 Block of POTRERO AV,-122.40653911514799,37.7564864109309,"(37.7564864109309, -122.406539115148)",15102118373e3
100111555,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,02/03/2010,10:50:00,CENTRAL,NONE,400 Block of CALIFORNIA ST,-122.402366497202,37.7928466086428,"(37.7928466086428, -122.402366497202)",10011155564070
90744321,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, ATT. FORCIBLE",Tuesday,07/21/2009,17:30:00,NORTHERN,NONE,2200 Block of UNION ST,-122.43631861387,37.7969279288883,"(37.7969279288883, -122.43631861387)",9074432105172
60966981,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,09/10/2006,03:00:00,BAYVIEW,NONE,1600 Block of INNES AV,-122.389923065743,37.7399723107102,"(37.7399723107102, -122.389923065743)",6096698106244
160935351,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,11/15/2016,17:00:00,SOUTHERN,NONE,900 Block of HOWARD ST,-122.40641211533513,37.78025245769744,"(37.78025245769744, -122.40641211533513)",16093535107021
80833837,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,08/08/2008,12:00:00,CENTRAL,NONE,POWELL ST / POST ST,-122.408403859899,37.7882933915158,"(37.7882933915158, -122.408403859899)",8083383706304
160985964,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,12/04/2016,18:00:00,CENTRAL,NONE,1500 Block of THE EMBARCADERONORTH ST,-122.40813610806202,37.80786034966821,"(37.80786034966821, -122.40813610806202)",16098596428160
100683366,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,07/12/2010,17:00:00,MISSION,NONE,500 Block of CHURCH ST,-122.428538964654,37.7624845773087,"(37.7624845773087, -122.428538964654)",10068336606372
130846722,NON-CRIMINAL,CASE CLOSURE,Wednesday,10/02/2013,09:00:00,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",13084672275030
100298482,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Tuesday,03/30/2010,19:00:00,BAYVIEW,"ARREST, BOOKED",3RD ST / KIRKWOOD AV,-122.389588165314,37.7379572653415,"(37.7379572653415, -122.389588165314)",10029848230190
140984851,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,11/20/2014,23:57:00,MISSION,"ARREST, BOOKED",STEVENSON ST / DUBOCE AV,-122.421586602869,37.7699166801439,"(37.7699166801439, -122.421586602869)",14098485115040
170293848,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,04/10/2017,14:00:00,BAYVIEW,NONE,PHELPS ST / BANCROFT AV,-122.4002761999343,37.729838526012784,"(37.729838526012784, -122.4002761999343)",17029384806154
71042186,NON-CRIMINAL,FOUND PROPERTY,Wednesday,10/10/2007,19:31:00,NORTHERN,UNFOUNDED,1800 Block of POST ST,-122.432252482922,37.7853138825899,"(37.7853138825899, -122.432252482922)",7104218672e3
176171901,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,07/03/2017,13:00:00,INGLESIDE,NONE,400 Block of SILVER AV,-122.4270052498307,37.72864657698664,"(37.72864657698664, -122.4270052498307)",17617190128150
120473294,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,06/12/2012,11:07:00,TENDERLOIN,"ARREST, BOOKED",POWELL ST / OFARRELL ST,-122.408040474858,37.7864094033618,"(37.7864094033618, -122.408040474858)",12047329419090
116090543,NON-CRIMINAL,LOST PROPERTY,Sunday,07/17/2011,20:30:00,NORTHERN,NONE,MARKET ST / CHURCH ST,-122.428950032727,37.7675027326801,"(37.7675027326801, -122.428950032727)",11609054371e3
80356312,ASSAULT,BATTERY,Saturday,04/05/2008,17:40:00,BAYVIEW,NONE,400 Block of BAY SHORE BL,-122.406825183678,37.741054981526,"(37.741054981526, -122.406825183678)",8035631204134
150582893,NON-CRIMINAL,LOST PROPERTY,Saturday,07/04/2015,18:15:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15058289371e3
30929771,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,08/06/2003,22:25:00,NORTHERN,NONE,700 Block of GROVE ST,-122.429226592615,37.7770903098707,"(37.7770903098707, -122.429226592615)",3092977103014
120745582,ASSAULT,BATTERY,Monday,09/17/2012,08:25:00,INGLESIDE,NONE,400 Block of GENEVA AV,-122.447125045686,37.7210305914202,"(37.7210305914202, -122.447125045686)",12074558204134
60039312,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,01/11/2006,07:45:00,BAYVIEW,NONE,0 Block of WILLIAMS AV,-122.394697591949,37.7296135188619,"(37.7296135188619, -122.394697591949)",6003931228100
30692360,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Sunday,06/08/2003,09:15:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",3069236064015
